"","Block_Nummer","Block_Einwohnerzahl","Wahlbezirk_Nummer","Wahlbezirk_Bloeckezahl","Wahlbezirk_Einwohnerzahl","Wahlbezirk_Uebervoelkert","Block_Nachbar_1","Block_Nachbar_2","Block_Nachbar_3","Block_Nachbar_4","Block_Nachbar_5","Block_Nachbar_6","Block_Nachbar_7","Block_Nachbar_8","Block_Nachbar_9","Block_Nachbar_10","Block_Nachbar_11","Block_Nachbar_12","Block_Nachbar_13","Block_Nachbar_1_Wahlbezirk","Block_Nachbar_2_Wahlbezirk","Block_Nachbar_3_Wahlbezirk","Block_Nachbar_4_Wahlbezirk","Block_Nachbar_5_Wahlbezirk","Block_Nachbar_6_Wahlbezirk","Block_Nachbar_7_Wahlbezirk","Block_Nachbar_8_Wahlbezirk","Block_Nachbar_9_Wahlbezirk","Block_Nachbar_10_Wahlbezirk","Block_Nachbar_11_Wahlbezirk","Block_Nachbar_12_Wahlbezirk","Block_Nachbar_13_Wahlbezirk","Optimized_Wahlbezirk_1","Optimized_Wahlbezirk_2","Optimized_Wahlbezirk_3","Optimized_Wahlbezirk_4","Optimized_Wahlbezirk_5","Optimized_Wahlbezirk_6"
"370","068063",39,"1454",11,2491,0,"068066","068619","068620","068902","069140","069141",NA,NA,NA,NA,NA,NA,NA,"1454","1454","1454","1454","1461","1461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","068065",184,"1454",11,2491,0,"068066","068621","068627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1454","1499","1454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","068066",71,"1454",11,2491,0,"068063","068065","068073","068074","068619","068621","068627",NA,NA,NA,NA,NA,NA,"1454","1454","1454","1446","1454","1499","1454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","068073",57,"1454",11,2491,0,"068066","068074","068080","068619","068621",NA,NA,NA,NA,NA,NA,NA,NA,"1454","1446","1446","1454","1499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","068074",137,"1446",6,2316,0,"068066","068073","068075","068080","068081","068619","068621",NA,NA,NA,NA,NA,NA,"1454","1454","1446","1446","1446","1454","1499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","068075",458,"1446",6,2316,0,"068074","068076","068080","068081","068082","068619","068620",NA,NA,NA,NA,NA,NA,"1446","1484","1446","1446","1484","1454","1454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","068099",553,"1480",6,2165,0,"068098","068093","068094","068095","068100","068103","068104","068105",NA,NA,NA,NA,NA,"1480","1480","1480","1480","1480","1490","1490","1490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","068076",294,"1484",7,2332,0,"068075","068082","068083","068142","068144","068619","068620","069141",NA,NA,NA,NA,NA,"1446","1484","1484","1484","1484","1454","1454","1461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","068077",600,"1499",4,2024,0,"058368","068078","068079","068085","068086","068087","068088","068621",NA,NA,NA,NA,NA,"1455","1499","1499","1458","1458","1458","1458","1499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","068078",385,"1499",4,2024,0,"068077","068079","068080","068621",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1499","1499","1446","1499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","068079",350,"1499",4,2024,0,"068077","068078","068080","068087","068088","068089",NA,NA,NA,NA,NA,NA,NA,"1499","1499","1446","1458","1458","1446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","068080",452,"1446",6,2316,0,"068073","068074","068075","068078","068079","068081","068082","068088","068089","068090","068091","068621",NA,"1454","1446","1446","1499","1499","1446","1484","1458","1446","1446","1484","1499",NA,NA,NA,NA,NA,NA,NA
"382","068081",443,"1446",6,2316,0,"068074","068075","068080","068082",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1446","1446","1446","1484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","068082",360,"1484",7,2332,0,"068075","068076","068080","068081","068083","068084","068091",NA,NA,NA,NA,NA,NA,"1446","1484","1446","1446","1484","1484","1484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","068083",188,"1484",7,2332,0,"068076","068082","068084","068091","068142","068144","068628",NA,NA,NA,NA,NA,NA,"1484","1484","1484","1484","1484","1484","1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","068084",76,"1484",7,2332,0,"068082","068083","068091","068628",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1484","1484","1484","1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","068085",538,"1458",6,2369,0,"058368","068077","068086","068096",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1455","1499","1458","1458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","068086",336,"1458",6,2369,0,"068077","068085","068087","068096","068097",NA,NA,NA,NA,NA,NA,NA,NA,"1499","1458","1458","1458","1468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","068087",533,"1458",6,2369,0,"068077","068079","068086","068088","068092","068096","068097",NA,NA,NA,NA,NA,NA,"1499","1499","1458","1458","1458","1458","1468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","068088",256,"1458",6,2369,0,"068077","068079","068080","068087","068089","068092","068093",NA,NA,NA,NA,NA,NA,"1499","1499","1446","1458","1446","1458","1480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","068089",466,"1446",6,2316,0,"068079","068080","068088","068090","068092","068093","068094",NA,NA,NA,NA,NA,NA,"1499","1446","1458","1446","1458","1480","1480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","068090",360,"1446",6,2316,0,"068080","068089","068091","068093","068094","068095",NA,NA,NA,NA,NA,NA,NA,"1446","1446","1484","1480","1480","1480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","068091",419,"1484",7,2332,0,"068080","068082","068083","068084","068090","068094","068095","068177","068628",NA,NA,NA,NA,"1446","1484","1484","1484","1446","1480","1480","1504","1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","068092",340,"1458",6,2369,0,"068098","068087","068088","068089","068093","068097",NA,NA,NA,NA,NA,NA,NA,"1480","1458","1458","1446","1480","1468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","068093",351,"1480",6,2165,0,"068098","068099","068088","068089","068090","068092","068094","068097",NA,NA,NA,NA,NA,"1480","1480","1458","1446","1446","1458","1480","1468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","068094",150,"1480",6,2165,0,"068098","068099","068089","068090","068091","068093","068095","068100",NA,NA,NA,NA,NA,"1480","1480","1446","1446","1484","1480","1480","1480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","068095",487,"1480",6,2165,0,"068099","068090","068091","068094","068100","068177","068179","068628",NA,NA,NA,NA,NA,"1480","1446","1484","1480","1480","1504","1504","1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","068096",366,"1458",6,2369,0,"058368","068085","068086","068087","068097","068101","068102",NA,NA,NA,NA,NA,NA,"1455","1458","1458","1458","1468","1468","1468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","068097",463,"1468",6,2565,1,"068098","068086","068087","068092","068093","068096","068101","068102","068103",NA,NA,NA,NA,"1480","1458","1458","1458","1480","1458","1468","1468","1490",NA,NA,NA,NA,"1480","1458","1490",NA,NA,NA
"399","068100",244,"1480",6,2165,0,"068099","068094","068095","068104","068105","068177","068179","068182",NA,NA,NA,NA,NA,"1480","1480","1480","1490","1490","1504","1504","1504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","068101",330,"1468",6,2565,1,"058622","068096","068097","068102","068106","068107","068108",NA,NA,NA,NA,NA,NA,"1455","1458","1468","1468","1468","1468","1468",NA,NA,NA,NA,NA,NA,"1455","1458",NA,NA,NA,NA
"401","068102",508,"1468",6,2565,1,"068098","068096","068097","068101","068103","068107","068108","068109",NA,NA,NA,NA,NA,"1480","1458","1468","1468","1490","1468","1468","1490",NA,NA,NA,NA,NA,"1480","1458","1490",NA,NA,NA
"402","068103",436,"1490",7,2304,0,"068098","068099","068097","068102","068104","068108","068109","068110","068111",NA,NA,NA,NA,"1480","1480","1468","1468","1490","1468","1490","1490","1490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","068104",229,"1490",7,2304,0,"068098","068099","068100","068103","068105","068110","068111","068112",NA,NA,NA,NA,NA,"1480","1480","1480","1490","1490","1490","1490","1490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","068105",353,"1490",7,2304,0,"068099","068100","068104","068111","068112","068179","068182","068183",NA,NA,NA,NA,NA,"1480","1480","1490","1490","1490","1504","1504","1504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","068106",336,"1468",6,2565,1,"058622","068101","068107","068113",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1455","1468","1468","1498",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1455",NA,NA,NA,NA,NA
"406","068107",316,"1468",6,2565,1,"068101","068102","068106","068108","068113","068114",NA,NA,NA,NA,NA,NA,NA,"1468","1468","1468","1468","1498","1498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","068108",612,"1468",6,2565,1,"068101","068102","068103","068107","068109","068113","068114",NA,NA,NA,NA,NA,NA,"1468","1468","1490","1468","1490","1498","1498",NA,NA,NA,NA,NA,NA,"1490",NA,NA,NA,NA,NA
"408","068109",305,"1490",7,2304,0,"068102","068103","068108","068110","068114","068117",NA,NA,NA,NA,NA,NA,NA,"1468","1490","1468","1490","1498","1475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","068110",229,"1490",7,2304,0,"068103","068104","068109","068111","068117","068118",NA,NA,NA,NA,NA,NA,NA,"1490","1490","1490","1490","1475","1475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","068111",292,"1490",7,2304,0,"068103","068104","068105","068110","068112","068117","068118","068120","068121",NA,NA,NA,NA,"1490","1490","1490","1490","1490","1475","1475","1475","1475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","068112",460,"1490",7,2304,0,"068104","068105","068111","068120","068121","068182","068183","069185",NA,NA,NA,NA,NA,"1490","1490","1490","1475","1475","1504","1504","1504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","068113",270,"1498",8,2671,1,"058622","068106","068107","068108","068114","068116","068622","068623",NA,NA,NA,NA,NA,"1455","1468","1468","1468","1498","1498","1498","1465",NA,NA,NA,NA,NA,"1455",NA,"1465",NA,NA,NA
"413","068114",317,"1498",8,2671,1,"068107","068108","068109","068113","068116","068117","068127","068622",NA,NA,NA,NA,NA,"1468","1468","1490","1498","1498","1475","1498","1498",NA,NA,NA,NA,NA,NA,"1490","1475",NA,NA,NA
"414","068116",219,"1498",8,2671,1,"068113","068114","068125","068127","068622",NA,NA,NA,NA,NA,NA,NA,NA,"1498","1498","1498","1498","1498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","068117",265,"1475",6,2042,0,"068109","068110","068111","068114","068118","068127",NA,NA,NA,NA,NA,NA,NA,"1490","1490","1490","1498","1475","1498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","068118",600,"1475",6,2042,0,"068110","068111","068117","068119","068120","068127",NA,NA,NA,NA,NA,NA,NA,"1490","1490","1475","1475","1475","1498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","068119",466,"1475",6,2042,0,"068118","068120","068121","068127","068128","069129",NA,NA,NA,NA,NA,NA,NA,"1475","1475","1475","1498","1498","1475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","068120",138,"1475",6,2042,0,"068111","068112","068118","068119","068121","069129",NA,NA,NA,NA,NA,NA,NA,"1490","1490","1475","1475","1475","1475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","068121",544,"1475",6,2042,0,"068111","068112","068119","068120","068183","069129","069185",NA,NA,NA,NA,NA,NA,"1490","1490","1475","1475","1504","1475","1504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","068123",28,"1465",11,2460,0,"058373","058374","058622","058623","068623","068634",NA,NA,NA,NA,NA,NA,NA,"1455","1465","1455","1465","1465","1465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","068125",311,"1498",8,2671,1,"068116","068126","068130","068131","068622","068623",NA,NA,NA,NA,NA,NA,NA,"1498","1498","1465","1465","1498","1465",NA,NA,NA,NA,NA,NA,NA,"1465",NA,NA,NA,NA,NA
"422","068126",164,"1498",8,2671,1,"068125","068127","068128","068130","068131","068132","068623",NA,NA,NA,NA,NA,NA,"1498","1498","1498","1465","1465","1465","1465",NA,NA,NA,NA,NA,NA,"1465",NA,NA,NA,NA,NA
"423","068127",426,"1498",8,2671,1,"068114","068116","068117","068118","068119","068126","068128",NA,NA,NA,NA,NA,NA,"1498","1498","1475","1475","1475","1498","1498",NA,NA,NA,NA,NA,NA,"1475",NA,NA,NA,NA,NA
"424","068128",576,"1498",8,2671,1,"068119","068126","068127","068131","068132","069129","069635","070001",NA,NA,NA,NA,NA,"1475","1498","1498","1465","1465","1475","1456","1482",NA,NA,NA,NA,NA,"1475","1465","1456",NA,NA,NA
"425","068130",230,"1465",11,2460,0,"068125","068126","068131","068138","068623","068630","068634",NA,NA,NA,NA,NA,NA,"1498","1498","1465","1465","1465","1465","1465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","068131",104,"1465",11,2460,0,"068125","068126","068128","068130","068132","068138","068623",NA,NA,NA,NA,NA,NA,"1498","1498","1498","1465","1465","1465","1465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","068132",199,"1465",11,2460,0,"068126","068128","068131","068138",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1498","1498","1465","1465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","068133",63,"1465",11,2460,0,"068630","068634","071002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1465","1465","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","068138",103,"1465",11,2460,0,"068130","068131","068132","068630","068634",NA,NA,NA,NA,NA,NA,NA,NA,"1465","1465","1465","1465","1465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","068142",544,"1484",7,2332,0,"068076","068083","068144","068145","068620","069141","069143",NA,NA,NA,NA,NA,NA,"1484","1484","1484","1461","1454","1461","1461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","068144",451,"1484",7,2332,0,"068076","068083","068142","068145","068628","069143",NA,NA,NA,NA,NA,NA,NA,"1484","1484","1484","1461","1492","1461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","068145",436,"1461",4,2439,0,"068142","068144","068146","068629","068628","069143",NA,NA,NA,NA,NA,NA,NA,"1484","1484","1492","1492","1492","1461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","068146",305,"1492",12,2514,1,"068145","068613","068615","068629","068628","069140","069143",NA,NA,NA,NA,NA,NA,"1461","1492","1492","1492","1492","1461","1461",NA,NA,NA,NA,NA,NA,"1461",NA,NA,NA,NA,NA
"434","068167",209,"1492",12,2514,1,"068168","068169","068614","068615","068629","069170",NA,NA,NA,NA,NA,NA,NA,"1492","1492","1492","1492","1492","1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","068168",233,"1492",12,2514,1,"068167","068169","068629","068628","069181",NA,NA,NA,NA,NA,NA,NA,NA,"1492","1492","1492","1492","1504",NA,NA,NA,NA,NA,NA,NA,NA,"1504",NA,NA,NA,NA,NA
"436","068169",250,"1492",12,2514,1,"068167","068168","068629","069170","069181","069186",NA,NA,NA,NA,NA,NA,NA,"1492","1492","1492","1492","1504","1504",NA,NA,NA,NA,NA,NA,NA,"1504",NA,NA,NA,NA,NA
"437","068177",258,"1504",9,2411,0,"068091","068095","068100","068178","068179","068628",NA,NA,NA,NA,NA,NA,NA,"1484","1480","1480","1504","1504","1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","068178",279,"1504",9,2411,0,"068177","068179","068628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1504","1504","1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","068179",353,"1504",9,2411,0,"068184","068095","068100","068105","068177","068178","068182",NA,NA,NA,NA,NA,NA,"1504","1480","1480","1490","1504","1504","1504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","068182",501,"1504",9,2411,0,"068184","068100","068105","068112","068179","068183",NA,NA,NA,NA,NA,NA,NA,"1504","1480","1490","1490","1504","1504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","068183",283,"1504",9,2411,0,"068184","068105","068112","068121","068182","069185",NA,NA,NA,NA,NA,NA,NA,"1504","1490","1490","1475","1504","1504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","068611",442,"1447",6,1945,0,"058908","068007","068028","068612","068625",NA,NA,NA,NA,NA,NA,NA,NA,"1447","1472","1447","1472","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","068612",633,"1472",5,2402,0,"068007","068030","068031","068611","068625",NA,NA,NA,NA,NA,NA,NA,NA,"1472","1471","1471","1447","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","068613",204,"1492",12,2514,1,"068146","068614","068615","068629",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1492","1492","1492","1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","068614",111,"1492",12,2514,1,"068167","068613","068615","068629",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1492","1492","1492","1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","068615",160,"1492",12,2514,1,"068146","068167","068613","068614","068629","069140","069170",NA,NA,NA,NA,NA,NA,"1492","1492","1492","1492","1492","1461","1492",NA,NA,NA,NA,NA,NA,"1461",NA,NA,NA,NA,NA
"447","068629",119,"1492",12,2514,1,"068145","068146","068167","068168","068169","068613","068614","068615","068628",NA,NA,NA,NA,"1461","1492","1492","1492","1492","1492","1492","1492","1492",NA,NA,NA,NA,"1461",NA,NA,NA,NA,NA
"448","068617",689,"1454",11,2491,0,"058908","068028","068042","068051","068052","068058","068618","068625","068902",NA,NA,NA,NA,"1447","1447","1471","1471","1471","1454","1471","1447","1454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","068618",879,"1471",13,2351,0,"068034","068042","068051","068617","068625","068902",NA,NA,NA,NA,NA,NA,NA,"1471","1471","1471","1454","1447","1454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","068619",605,"1454",11,2491,0,"068063","068066","068073","068074","068075","068076","068620",NA,NA,NA,NA,NA,NA,"1454","1454","1454","1446","1446","1484","1454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","068620",418,"1454",11,2491,0,"068063","068075","068076","068142","068619","069140","069141",NA,NA,NA,NA,NA,NA,"1454","1446","1484","1484","1454","1461","1461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","068621",689,"1499",4,2024,0,"058909","068065","068066","068073","068074","068077","068078","068080","068627",NA,NA,NA,NA,"1455","1454","1454","1454","1446","1499","1499","1446","1454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","068622",388,"1498",8,2671,1,"058622","068113","068114","068116","068125","068623",NA,NA,NA,NA,NA,NA,NA,"1455","1498","1498","1498","1498","1465",NA,NA,NA,NA,NA,NA,NA,"1455","1465",NA,NA,NA,NA
"454","068623",491,"1465",11,2460,0,"058622","058623","068113","068123","068125","068126","068130","068131","068622","068634",NA,NA,NA,"1455","1465","1498","1465","1498","1498","1465","1465","1498","1465",NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","068625",664,"1447",6,1945,0,"068028","068030","068033","068042","068611","068612","068617","068618",NA,NA,NA,NA,NA,"1447","1471","1471","1471","1447","1472","1454","1471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","068627",89,"1454",11,2491,0,"058909","068065","068066","068621",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1455","1454","1454","1499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","068628",674,"1492",12,2514,1,"068083","068084","068091","068095","068144","068145","068146","068168","068177","068178","068629",NA,NA,"1484","1484","1484","1480","1484","1461","1492","1492","1504","1504","1492",NA,NA,"1484","1480","1461","1504",NA,NA
"458","070030",246,"1474",7,2499,0,"070028","070029","070031","070052","070652",NA,NA,NA,NA,NA,NA,NA,NA,"1474","1474","1496","1496","1474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","068630",733,"1465",11,2460,0,"068130","068133","068138","068634","070016","070618","071002",NA,NA,NA,NA,NA,NA,"1465","1465","1465","1465","1482","1482","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","068634",47,"1465",11,2460,0,"058374","068123","068130","068133","068138","068623","068630",NA,NA,NA,NA,NA,NA,"1465","1465","1465","1465","1465","1465","1465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","068902",6,"1454",11,2491,0,"058909","068051","068052","068053","068056","068058","068059","068063","068617","068618","069601",NA,NA,"1455","1471","1471","1494","1494","1454","1494","1454","1454","1471","1448",NA,NA,NA,NA,NA,NA,NA,NA
"462","069129",29,"1475",6,2042,0,"068119","068120","068121","068128","069185","069190","069635","070001","070653",NA,NA,NA,NA,"1475","1475","1475","1498","1504","1466","1456","1482","1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","069140",333,"1461",4,2439,0,"068063","068146","068615","068620","069141","069143","069170","069601",NA,NA,NA,NA,NA,"1454","1492","1492","1454","1461","1461","1492","1448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","069141",836,"1461",4,2439,0,"068063","068076","068142","068620","069140","069143",NA,NA,NA,NA,NA,NA,NA,"1454","1484","1484","1454","1461","1461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","069143",834,"1461",4,2439,0,"068142","068144","068145","068146","069140","069141",NA,NA,NA,NA,NA,NA,NA,"1484","1484","1461","1492","1461","1461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","069149",147,"1487",13,2640,1,"069156","069158","069163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1487","1487","1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","069156",437,"1487",13,2640,1,"069149","069157","069158","069159",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1487","1487","1487","1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","069157",624,"1487",13,2640,1,"069156","069158","069159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1487","1487","1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","069158",148,"1487",13,2640,1,"069149","069156","069157","069159","069609","069610",NA,NA,NA,NA,NA,NA,NA,"1487","1487","1487","1487","1487","1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","069159",58,"1487",13,2640,1,"069156","069157","069158","069608",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1487","1487","1487","1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","069162",6,"1487",13,2640,1,"069163","069164","069176","069608","069609","069610",NA,NA,NA,NA,NA,NA,NA,"1487","1487","1487","1487","1487","1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","069163",489,"1487",13,2640,1,"069149","069162","069164","069609","069610",NA,NA,NA,NA,NA,NA,NA,NA,"1487","1487","1487","1487","1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","069164",193,"1487",13,2640,1,"069162","069163","069176","069609","069610",NA,NA,NA,NA,NA,NA,NA,NA,"1487","1487","1487","1487","1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","070070",154,"1500",7,2281,0,"070071","070076","070077","070625","071001",NA,NA,NA,NA,NA,NA,NA,NA,"1500","1445","1445","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","069170",164,"1492",12,2514,1,"068167","068169","068615","069140","069171","069181","069186",NA,NA,NA,NA,NA,NA,"1492","1492","1492","1461","1492","1504","1504",NA,NA,NA,NA,NA,NA,"1461","1504",NA,NA,NA,NA
"476","069171",3,"1492",12,2514,1,"069170","069172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1492","1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","069172",82,"1492",12,2514,1,"069171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","069176",190,"1487",13,2640,1,"069162","069164","069189","069608",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1487","1487","1487","1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","069181",65,"1504",9,2411,0,"068168","068169","069170","069185","069186",NA,NA,NA,NA,NA,NA,NA,NA,"1492","1492","1492","1504","1504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","069185",96,"1504",9,2411,0,"068112","068121","068183","069129","069181","069186","069190","069191","069635",NA,NA,NA,NA,"1490","1475","1504","1475","1504","1504","1466","1466","1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","069186",12,"1504",9,2411,0,"068169","069170","069181","069185","069190","069191",NA,NA,NA,NA,NA,NA,NA,"1492","1492","1504","1504","1466","1466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","069189",9,"1487",13,2640,1,"069176","069194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1487","1466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1466",NA,NA,NA,NA,NA
"483","069190",3,"1466",13,2249,0,"069129","069185","069186","069191","069635","070004","070601","070646",NA,NA,NA,NA,NA,"1475","1504","1504","1466","1456","1456","1466","1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
